,total_amount
766375,0.79
470398,1.79
533427,1.79
17401,1.19
59968,3.29
621475,0.79
124465,0.64
164905,3.19
277282,2.19
391674,2.19
619861,0.79
772753,0.69
672524,1.69
628640,0.79
506006,1.19
388637,0.5
352905,1.69
566514,1.39
12903,2.49
668539,1.99
325972,3.65
227256,1.99
157505,3.19
595749,1.59
283343,1.5
305699,2.89
351518,2.29
128163,0.0
638138,0.45
407421,2.19
772972,0.69
98011,1.39
324918,2.0
436663,2.19
458559,0.86
681011,1.34
289878,1.99
703738,0.75
119025,0.79
493442,1.19
359255,3.49
629064,0.79
21449,1.57
53224,1.09
594021,1.0
270128,2.19
54413,3.49
536310,2.99
305452,3.79
124648,1.19
779065,0.79
464312,0.79
424037,2.75
451300,0.79
248023,1.99
215542,2.19
238119,1.5
114960,0.99
521917,0.79
146789,2.29
143640,2.29
676497,0.67
690585,0.85
764502,0.67
675670,0.79
668670,1.99
295932,1.5
245247,1.5
668759,1.99
347824,2.5
572922,1.69
373954,0.0
522127,1.19
394507,1.99
403369,2.49
69852,2.49
758437,0.79
478159,0.89
93154,1.29
717251,0.99
390216,1.5
423109,2.99
546952,2.0
741706,1.29
4873,2.0
223936,1.99
669761,1.77
594653,1.25
144177,2.29
145183,2.19
176913,1.25
273471,1.5
340617,2.5
704153,0.67
817461,1.77
225587,2.9699999999999998
376628,1.5
800312,0.89
510157,0.99
266005,1.99
318598,2.69
736031,1.59
97759,0.99
805903,1.75
449277,0.99
80209,1.29
263408,3.04
316678,2.49
57854,3.59
78704,0.99
767664,0.85
428037,2.5
793322,0.99
726497,0.89
85416,0.99
383959,3.19
243145,1.5
617470,0.79
268292,1.99
400226,1.95
484268,1.99
56150,2.29
772249,0.89
697003,1.19
773881,0.99
268102,1.99
423940,2.49
147951,2.19
212917,1.99
141987,2.19
443960,0.99
796898,0.99
199368,1.99
14747,0.75
264061,2.69
119123,0.79
584073,1.5
36355,1.25
188289,1.59
34104,0.8
493155,1.99
730111,0.99
152772,2.29
320195,3.19
805216,0.99
721974,0.79
645553,0.45
656239,1.09
798404,1.99
93679,0.99
350435,2.29
677159,0.69
801913,0.39
492617,1.79
716713,0.74
590045,2.99
774502,0.95
372784,2.39
772435,0.89
75974,2.39
510216,0.99
376093,2.15
131108,1.99
200336,1.99
619250,0.79
670420,1.77
806676,0.88
32125,0.84
744063,0.79
533351,1.79
635596,0.99
805664,0.99
306939,1.49
62422,2.19
703315,0.75
631296,3.49
491964,1.49
369333,2.99
691117,0.67
614583,0.79
779133,0.79
758429,0.79
279128,2.69
170901,3.19
49513,1.59
526757,0.99
550491,0.99
157386,3.19
178306,1.25
410345,2.99
53613,1.09
744044,0.89
168911,3.19
786785,0.88
767921,0.67
502388,0.59
135013,3.78
172932,0.79
491329,1.79
572322,1.19
326548,2.69
169730,2.99
484126,1.89
370861,3.09
46293,0.84
148746,2.19
368650,2.99
377521,1.5
485071,2.99
739542,1.39
765741,0.79
571159,1.49
523912,1.19
500767,1.89
125088,0.89
492716,1.79
91833,0.99
122589,0.54
760632,0.85
364448,1.79
414595,1.5
698534,0.99
672632,1.69
365385,1.99
451103,0.79
644500,0.45
808565,0.88
519767,0.59
781862,0.99
369384,2.99
721564,1.19
249606,1.99
286805,1.5
337342,2.69
286547,0.99
224691,1.98
120415,0.89
267475,1.98
391398,2.25
32090,0.84
181081,0.59
435445,3.59
357585,3.49
797333,0.99
814612,1.29
519936,1.19
49044,1.79
545375,2.0
103680,1.19
810931,1.29
68438,2.25
462650,1.69
161405,3.19
212281,0.99
332685,2.69
737987,1.19
520694,0.99
795558,1.09
491247,1.79
595716,1.59
743959,1.19
416396,1.99
60783,2.19
619032,0.99
792932,0.89
412683,1.5
204141,1.99
664475,2.58
229876,1.98
678928,0.79
23889,1.25
756075,1.69
36956,2.35
496303,1.99
677062,0.69
806608,1.76
758754,0.67
606489,1.19
349633,1.99
363966,1.79
775944,0.89
129699,1.99
456468,1.75
637032,0.45
653938,0.79
767239,0.69
476112,1.89
213064,1.99
532092,1.19
597765,3.0
401113,1.5
208949,1.99
119203,0.54
149630,2.19
423453,2.99
254478,0.99
800342,0.89
299082,1.5
395551,3.19
217469,1.99
165977,3.19
146625,2.29
388139,1.99
667461,1.59
254474,1.98
209777,2.19
245166,3.0
22624,0.99
204324,1.99
613013,1.89
203020,1.98
567565,1.79
462541,1.69
701876,0.67
469283,1.99
763034,0.71
709950,0.88
484904,1.99
318227,2.99
178869,2.5
166971,3.19
299715,1.99
461468,1.69
190984,1.45
752326,1.69
188360,1.59
493557,1.19
777968,0.95
602865,1.0
795230,0.88
532943,0.99
261212,2.5
800997,1.49
726587,0.79
712864,0.89
567422,3.58
262321,2.69
662787,1.39
630456,2.69
515672,0.59
308003,2.99
479532,0.79
707611,0.85
38,2.79
433619,2.59
247701,1.5
722499,0.88
366824,1.99
762428,0.79
322414,2.79
37941,2.38
582,2.0
213130,1.19
767593,1.09
677173,0.69
594478,1.25
63804,2.19
358900,3.49
26005,0.59
364178,1.79
279250,2.09
644978,0.45
493257,1.79
685246,1.7
444489,0.64
137134,1.89
463109,1.59
419629,1.5
107000,0.59
627560,0.99
749154,1.77
689379,0.79
479852,0.79
782110,0.99
544185,2.38
402096,2.5
738527,1.19
463822,0.53
21377,1.57
629425,0.79
646350,0.65
146851,2.29
157632,3.19
541957,1.19
800441,0.99
686953,0.79
780528,0.99
265360,1.89
555389,1.5
392021,2.19
411653,1.99
82323,0.99
385249,3.19
429417,1.49
139952,1.99
571443,1.19
281351,1.44
51482,0.99
402057,2.99
413995,1.95
80326,1.29
158356,3.19
118813,0.79
648019,0.45
352826,1.69
580972,1.5
8260,2.0
201905,1.99
760651,1.09
761550,0.66
684204,0.67
768504,0.85
86264,0.83
742590,1.39
47525,1.19
629372,1.58
143016,2.29
265638,3.59
79359,0.99
680424,1.34
706608,0.67
612680,2.5
672490,1.69
16593,0.8
313099,2.89
565341,1.39
241117,1.99
285996,1.33
132756,0.99
378841,1.5
24690,1.38
133152,0.99
219618,1.5
632612,3.49
446666,0.8
391661,2.15
449212,1.19
320475,3.39
364359,1.79
615812,0.95
43597,1.25
350173,2.49
523854,1.19
397356,2.19
497652,1.79
78533,0.99
727734,0.75
471208,1.49
251787,1.99
620450,0.79
588133,2.0
350766,2.29
591877,1.89
651333,0.79
193276,0.97
263323,2.84
389386,1.5
82120,0.99
528982,1.19
778754,0.95
180388,1.25
309142,2.99
755094,1.77
191355,1.45
422984,2.49
53315,1.09
613982,0.79
620440,0.79
218215,0.99
441363,2.7
335709,2.69
69202,2.25
332047,2.04
397095,1.79
562104,1.5
684106,0.67
181303,0.49
11470,2.79
169894,2.99
761330,0.67
455522,0.99
318510,2.99
636511,2.77
471044,1.99
238749,1.99
597729,1.5
10209,2.0
297344,1.5
346168,2.59
195742,1.99
757286,1.99
61491,2.25
513333,1.19
606094,1.19
532659,1.69
755616,1.99
325550,2.5
492603,0.29
454544,0.8
768428,1.34
284451,0.19
215618,2.19
567201,1.5
6085,2.5
561065,2.38
733496,1.29
797839,1.09
801022,1.98
136417,1.89
411934,1.99
238813,1.99
299647,1.99
172257,3.19
193125,0.97
143786,2.29
665349,1.29
13242,0.69
687958,0.67
526951,1.19
595395,1.09
405086,1.99
58196,3.29
27761,1.89
398987,2.19
371063,3.09
681426,0.85
366685,1.99
44573,0.84
4683,2.0
488475,2.69
190309,1.45
599063,1.25
734582,2.58
179760,1.25
283342,1.5
382472,2.5
660244,0.85
815734,1.29
783400,0.74
70527,2.79
730294,0.75
413319,2.15
64221,1.5
25092,0.75
354705,3.49
273569,1.5
808675,0.99
472785,1.59
168386,3.19
796188,1.78
679209,0.67
147910,2.29
59391,3.49
499001,2.69
205861,2.19
322718,3.69
208155,1.34
704328,0.69
744085,0.79
762633,0.79
601227,1.19
235943,0.99
191109,1.29
293891,1.5
645548,0.45
118703,3.2700000000000005
267361,0.99
687307,0.79
487800,2.69
296883,1.98
437981,3.98
439955,1.99
733355,1.29
726335,1.19
763164,0.79
524410,0.99
364898,1.99
245124,1.99
679289,0.67
761843,0.85
6758,2.5
543904,1.19
345772,2.0
121924,1.09
22776,1.19
503276,1.6
734516,1.29
355819,3.49
511072,1.98
314587,2.49
570244,2.25
517307,0.99
490111,2.69
619522,0.79
602281,1.5
507175,0.8
166558,3.49
502871,0.99
422298,2.49
211354,1.5
526184,0.8
304702,3.79
174046,0.59
37647,1.19
577024,1.5
439883,1.99
171716,3.19
265373,2.69
770654,0.67
534301,0.99
182563,1.2
132017,1.99
146488,2.29
651181,0.79
720451,1.19
306481,2.89
631142,3.49
558373,0.99
229459,1.99
502745,0.99
441514,1.35
585044,1.5
141733,2.19
182036,0.5
769386,0.67
806669,0.88
172831,0.69
208814,1.34
665892,1.29
310921,2.19
234025,2.68
451216,1.19
652907,0.69
368527,2.99
696531,1.19
62109,2.19
210615,3.96
298893,0.99
650877,0.79
87853,0.99
2546,2.5
738666,2.38
34677,0.84
128636,1.99
66907,1.5
267024,0.99
547565,2.5
692751,0.67
279437,2.69
250023,0.99
64112,2.25
268520,1.98
773369,0.77
250833,1.99
462598,1.69
32719,1.68
693312,1.34
515952,0.99
741838,1.29
554371,3.0
440811,2.55
675976,0.67
34577,1.19
254094,1.99
401681,1.5
236011,0.99
163465,3.19
680265,0.67
781161,0.99
729436,0.88
16853,1.39
606921,1.5
201204,1.99
722211,0.99
621419,0.79
514511,0.99
750253,3.54
388226,0.99
671988,1.69
795282,0.88
677237,0.69
363290,3.09
343369,2.69
262381,2.69
95751,0.99
476304,1.75
531500,0.8
337915,2.69
414348,2.25
126853,1.39
9690,2.0
134117,1.69
670971,1.77
721611,1.19
221959,2.69
686076,1.34
138331,1.89
158177,3.19
662968,1.39
220429,2.68
744076,0.79
413197,1.79
522254,1.19
637320,0.45
324849,2.0
787259,2.18
648039,0.9
753124,1.99
492892,1.79
428556,1.99
641946,0.45
371017,3.09
533891,1.55
474517,2.19
621006,0.79
560789,1.59
783952,1.39
806265,0.99
148555,2.19
130256,1.99
569386,1.5
771868,0.67
189162,0.99
67192,2.19
791096,0.88
478149,0.89
521437,1.19
709012,0.88
623004,0.79
119667,1.09
668129,0.99
604042,1.5
407843,1.5
606715,1.19
277308,2.19
726942,0.99
604867,1.39
211700,1.99
724439,0.74
268928,0.99
493836,1.99
622322,0.99
502431,0.99
579179,1.5
70798,2.0
512358,0.99
486475,2.0
145039,2.19
468328,1.99
701713,0.89
444640,1.29
247515,1.99
368764,2.99
725577,1.58
220738,0.99
663402,1.39
21792,2.35
63685,2.19
736900,1.99
172560,3.19
701491,0.89
258087,0.99
194997,1.29
641646,1.35
180566,1.25
179008,0.8
554289,1.5
125331,1.09
560050,1.25
547613,2.5
553138,1.5
271424,0.99
398637,1.5
631834,3.49
633205,2.69
12600,1.99
20000,1.25
712507,0.89
22917,0.84
81206,0.83
662199,1.19
33141,1.68
763088,0.79
640562,0.65
161174,3.19
711509,0.89
630580,3.79
12694,2.29
259362,3.59
192546,1.75
811448,1.65
597395,1.09
51351,0.99
150395,2.19
53764,1.09
217434,1.99
593818,1.59
695355,1.19
541334,0.0
355319,2.29
494780,1.19
88765,0.89
301979,3.69
383214,2.99
528127,0.99
109501,0.59
608722,1.19
238416,1.99
287533,1.79
88829,1.78
395168,2.49
267428,0.99
393353,2.15
665043,1.29
737285,1.59
434810,2.39
385829,1.49
238147,1.5
306513,2.89
663790,1.39
396897,1.95
271516,1.98
542437,1.19
71815,2.49
391631,2.19
705581,0.85
612274,2.69
110528,0.59
181760,0.5
175810,1.25
446963,0.99
743240,0.99
675453,0.79
184828,1.07
123310,1.99
674952,0.79
486201,3.49
371449,3.09
699746,0.99
539895,1.69
390879,2.19
321686,2.99
681837,2.18
375255,1.99
476429,1.89
635557,0.99
699972,1.98
525784,0.99
143963,2.29
319287,2.99
589322,2.0
497357,1.79
403915,3.19
482672,2.69
506436,0.99
62105,2.19
107865,0.59
28810,3.58
256092,1.98
258571,2.69
316122,2.79
232807,1.99
684533,1.09
753141,1.99
29427,1.79
490094,2.69
323201,3.19
703998,0.67
738779,1.19
309889,2.89
216309,1.99
542552,0.99
245967,1.98
369682,2.99
730208,0.75
355089,2.29
495517,1.29
772195,0.89
652903,2.07
519884,1.19
76056,2.39
118296,1.09
9888,2.0
546061,2.0
489395,3.89
307159,2.49
483169,1.89
240146,0.99
68479,2.09
679598,0.66
742975,1.59
604487,1.0
679809,1.09
685269,0.85
96959,0.99
262800,2.69
442241,0.89
583471,1.79
257681,1.99
664483,1.29
257970,2.19
475041,1.89
640153,0.65
626676,0.79
624761,0.79
410088,2.49
112041,0.69
733291,2.38
292674,1.99
277440,1.99
16792,0.99
169101,3.19
117248,1.09
97757,0.99
793795,0.99
321591,2.79
546904,2.0
803678,0.39
581355,1.5
772602,0.69
282101,1.98
337607,2.0
370342,3.09
601031,1.59
397145,2.15
7394,2.0
352076,1.89
674643,0.79
67717,2.19
666983,1.59
746903,0.99
335071,2.5
59882,3.29
625476,0.99
23496,0.8
322738,3.75
152626,1.99
52924,1.09
471218,1.39
5115,2.0
589132,2.79
551519,0.79
559430,1.0
749421,1.77
657257,0.85
75651,2.79
622718,0.79
259389,3.59
10337,2.5
46369,0.84
73407,2.45
213397,1.99
617202,0.79
582891,1.5
157284,3.49
330354,2.69
489590,2.69
13305,0.69
119400,2.18
305138,2.99
337787,2.69
564180,1.39
764790,0.72
439234,2.45
808877,0.88
572933,1.69
190949,1.29
553109,1.5
126043,0.54
489914,2.0
448194,0.8
300934,2.29
498421,2.69
637007,0.45
177711,0.84
551376,2.29
492886,1.79
410775,1.99
146699,2.29
428260,2.49
564864,1.39
584710,1.5
803442,0.39
527458,1.19
223440,3.59
109337,1.19
211972,1.99
88417,0.99
788509,1.09
86455,0.83
210162,3.96
542154,0.8
269007,0.99
188307,1.59
674692,0.79
20224,1.25
91673,0.99
159114,3.19
587550,2.5
793758,0.99
658479,1.34
152819,1.99
180599,0.8
265641,2.59
437325,1.99
281036,3.59
222726,2.69
754317,1.77
621160,0.99
700724,0.99
812170,2.38
566159,1.39
164310,3.49
294623,0.99
724882,1.19
690274,0.72
92942,0.99
483571,1.19
302323,3.35
787445,1.09
618481,0.79
639943,0.65
836,2.0
261342,2.69
453967,0.86
207267,2.19
443225,0.86
297253,1.5
558090,1.09
570786,1.49
305748,2.89
115826,0.54
94739,0.99
606013,1.69
418079,1.5
710194,0.99
585311,3.0
95417,0.83
550988,2.29
298491,1.99
307013,2.49
671386,1.99
301855,1.99
272589,1.99
628136,0.79
214908,1.5
212848,0.99
646501,0.45
572555,1.19
302520,2.99
633854,2.79
56293,3.29
658118,0.67
775115,0.79
809905,1.19
482854,2.49
628038,0.79
790300,0.98
439606,2.55
645555,0.45
806804,0.88
100107,0.99
779168,0.79
124959,1.09
446931,0.99
546055,2.0
80622,1.29
463057,1.07
180339,1.25
161822,1.99
595355,0.99
35734,0.84
325000,2.0
278549,1.33
703870,0.75
229420,1.99
82501,0.99
808537,0.99
77937,0.99
26930,1.59
329002,2.0
424090,2.99
151580,1.99
435570,3.39
250656,1.99
38991,1.25
96320,1.98
205476,0.99
566711,1.39
778133,0.95
646148,0.45
599529,2.5
626347,0.79
578691,1.5
782981,0.79
261089,2.69
520667,0.99
197395,1.99
661434,1.19
474592,1.99
207636,2.19
575403,1.79
567278,1.5
608451,1.59
593321,1.5
488816,2.0
419327,1.79
369831,2.99
504006,0.59
482164,0.89
131654,1.99
207889,2.19
4855,2.0
85930,1.29
355887,3.49
187681,1.59
789472,0.99
513062,0.8
799092,0.98
558483,1.09
216337,0.99
294809,1.79
186393,1.39
525623,0.59
4498,2.0
603377,1.25
137601,1.89
473523,1.85
35700,1.68
77955,0.99
739891,1.19
213969,0.99
339126,2.5
779880,0.99
680703,0.67
168219,3.19
438778,1.99
218938,1.39
548055,0.99
780272,0.99
297382,1.5
257354,2.19
119048,0.79
590023,2.99
812814,1.19
780664,0.88
400010,1.5
102815,0.99
57910,3.59
816272,1.65
461440,1.69
731540,1.19
633675,2.99
742041,1.99
257305,2.19
765747,0.79
627456,0.79
418782,1.99
498597,1.69
576089,1.79
461180,1.69
117342,1.09
696848,1.19
578776,1.5
429187,1.99
514750,3.57
541157,0.79
443200,0.86
229605,0.99
520413,0.99
509294,1.19
3328,2.0
777556,0.67
559335,1.0
796310,0.89
382941,2.99
532881,1.39
221509,2.69
786036,0.88
419634,1.5
94453,1.39
815058,1.29
148271,2.19
673397,3.98
296675,1.99
552294,1.5
417391,1.5
350753,1.5
60942,2.25
49884,1.59
695441,0.67
631659,3.49
661287,0.67
688565,0.79
549606,1.99
117871,1.09
390119,1.95
677827,1.58
703031,0.79
329067,2.0
629084,0.79
404212,3.19
512831,1.19
680454,0.67
144298,2.29
683083,0.67
216792,1.99
34294,2.5
158674,2.49
730784,0.79
348661,2.69
102769,0.99
697447,1.25
89960,0.83
782764,0.79
266167,3.0
423336,2.69
698784,1.25
496031,1.19
477874,1.89
440741,2.09
156251,2.39
32186,0.84
255658,1.99
403818,2.49
525480,1.18
116340,0.54
118970,0.79
367889,2.99
641848,0.45
130383,1.99
431014,3.19
14364,0.75
49412,1.79
137354,1.89
174295,0.75
698910,1.25
185193,1.07
292001,2.19
632571,3.49
646631,0.45
144405,2.39
130662,1.99
707312,0.85
183780,0.99
523832,1.19
118694,1.09
217729,1.5
447824,0.64
191872,1.59
513916,0.99
302107,3.69
91398,0.99
610708,2.79
45069,1.68
86546,0.83
372267,3.09
544640,0.99
730979,1.19
813594,1.19
543930,1.19
86658,1.39
250316,0.99
97914,0.99
399764,1.99
402708,2.99
290333,1.99
498858,2.69
519410,0.8
170764,3.19
35847,1.25
498037,1.99
79375,0.99
640989,1.3
148660,2.19
728199,0.89
650746,0.79
47598,0.84
519012,1.19
772314,0.89
489513,2.0
489274,2.69
475622,1.89
228463,0.99
275730,0.99
145581,2.19
20862,1.25
21910,1.57
654307,0.79
143868,2.29
410447,2.99
645077,0.45
721713,1.19
447785,0.64
71951,2.49
91978,0.99
693871,0.85
612676,2.5
395036,2.85
714810,0.79
791925,0.88
759770,1.38
746844,0.99
36636,1.14
424020,2.99
412722,1.5
57287,2.39
304611,2.5
559473,2.0
500454,1.99
472610,1.49
478523,0.79
61398,1.99
455696,0.99
43366,0.84
702758,0.99
664107,1.19
538156,2.79
283119,0.99
568651,1.5
32055,2.52
286593,2.19
206545,1.5
140956,2.19
5669,2.0
353157,1.69
242415,1.98
54826,2.99
508186,0.59
378058,2.25
166150,2.19
551151,1.89
416134,1.99
770348,0.67
362069,2.99
656718,0.67
177592,0.84
42291,1.25
780649,0.88
343721,2.0
680967,0.67
202738,0.99
11248,2.79
204120,1.99
691555,1.09
401843,2.19
212528,0.99
488101,2.69
406362,1.99
503510,1.19
520669,0.99
267991,1.99
557128,1.25
667915,1.59
142984,2.49
285430,1.5
200170,1.99
236007,0.99
446816,0.99
282228,1.98
196840,0.99
309684,2.89
305862,2.89
553862,1.5
431294,2.49
659675,0.67
128902,1.99
224545,0.99
647220,0.65
443651,0.8
212703,0.99
574409,1.5
628149,0.79
530339,1.19
332240,3.65
109948,0.99
406866,1.95
642506,0.65
637490,0.45
486519,2.0
67136,2.19
267217,0.99
7543,2.0
48041,1.25
10958,2.95
511478,0.99
498048,1.99
321661,2.99
200289,1.99
567344,1.5
37856,1.19
764419,0.67
507693,0.79
713456,0.67
71958,2.49
698414,0.99
449236,1.19
672975,1.99
613352,1.88
23543,1.19
433769,2.59
365118,3.98
370844,3.09
250243,0.99
624353,0.79
245283,1.5
138040,1.89
192075,0.99
167088,3.19
621932,0.79
702263,0.99
273196,1.43
424321,2.49
69607,2.49
217092,1.98
594466,1.25
64836,2.25
329209,2.0
242081,1.99
539445,1.79
74940,2.49
85696,1.39
697023,2.38
738277,1.19
310562,2.89
447696,0.64
654685,0.79
524799,1.19
120218,1.09
746665,1.19
650670,0.79
428179,1.49
442435,1.19
238287,1.5
319982,3.19
776520,0.69
66471,2.19
193191,0.97
187621,1.59
503638,0.79
153345,2.29
418464,1.99
101289,0.99
526690,0.99
172869,0.79
281394,1.5
387347,1.99
745912,0.99
549373,1.5
203858,1.99
500356,1.79
283141,0.99
775285,0.44
729050,0.75
118746,3.2700000000000005
86764,0.99
791000,2.64
770161,0.67
273375,1.99
391790,2.25
577537,1.5
800892,0.79
170360,3.19
489037,2.69
692132,0.67
148672,2.19
111424,1.19
156633,2.39
41107,0.8
575276,3.58
608971,1.25
291829,2.19
258458,2.69
83211,1.98
559164,1.19
510177,0.99
343403,2.69
690714,0.67
761082,0.67
210800,1.99
489301,2.69
721441,0.75
502698,0.99
803699,0.39
794764,0.88
774990,0.79
245225,1.5
43021,1.25
801239,0.39
226158,0.49
374440,0.59
583314,1.79
438380,1.99
379162,1.99
318407,1.95
305356,2.35
101126,0.99
210926,1.5
436369,2.19
203095,0.99
635231,0.67
37890,2.38
215440,1.99
336478,2.0
187224,0.69
384388,2.85
85557,0.99
14916,0.75
293486,1.34
631795,3.49
436593,2.19
46176,0.84
83475,0.99
428341,2.49
12820,2.49
741568,1.29
749445,1.77
747451,1.39
759798,0.69
428719,2.99
542549,0.99
143212,2.29
433699,2.59
421925,2.99
443779,0.99
242605,0.99
260529,3.35
279392,2.69
279361,2.69
521446,1.19
354793,2.29
71028,2.45
162252,3.19
219892,3.0
73380,2.79
740591,1.29
310278,2.49
104215,0.59
712919,0.89
448591,1.29
444217,0.86
176026,1.25
528134,0.99
795456,1.19
183715,0.99
463720,0.69
428873,2.5
217176,0.99
397003,1.95
283406,1.5
256552,0.99
475289,1.75
721804,0.89
284796,1.99
725824,0.99
711901,0.89
152813,1.99
707631,0.85
799815,0.99
767663,1.7
777234,0.77
261679,3.59
594770,1.25
244226,1.34
401551,0.5
525760,0.99
622511,0.79
290695,0.99
741433,1.29
143537,2.29
349496,2.29
90150,0.83
692774,1.34
637875,0.45
618193,1.58
728179,1.78
100534,0.99
143052,2.29
137563,1.89
699310,0.99
757989,1.19
343153,2.69
544647,0.99
347947,2.59
359393,3.49
268025,1.99
281875,1.99
572446,1.19
270261,0.99
69360,2.59
335898,3.29
795178,0.88
178418,0.99
125990,0.79
273344,0.99
770661,0.67
633955,2.79
701117,0.89
336463,2.0
52579,0.99
377076,1.99
580048,1.5
410386,2.99
242126,1.99
383029,2.99
190204,1.45
509960,0.99
621690,0.79
59241,3.49
14190,0.75
170493,3.19
241492,0.99
652129,1.34
715072,0.95
531735,3.87
153954,1.29
341424,2.69
293109,2.19
713956,0.95
577084,1.5
421344,2.49
390399,1.95
570212,2.25
626498,0.79
579886,1.5
113488,0.89
237518,0.99
782175,1.98
792312,1.09
555301,1.5
254543,0.99
287186,1.99
552460,1.79
618647,0.79
783323,0.99
111758,1.19
756466,1.69
256294,0.99
71395,2.79
765964,0.79
548194,0.99
813278,1.69
586506,2.59
672623,1.69
19297,0.84
746080,0.88
780671,0.88
56510,3.29
305398,3.35
260993,2.69
618680,0.79
623577,0.79
510616,1.19
554041,1.5
72181,3.0
201326,1.99
754197,1.77
184518,1.07
802725,0.39
725661,1.48
620633,0.79
692454,0.67
257597,1.34
349051,2.89
714540,0.79
551440,0.79
181292,0.49
699997,1.98
399392,1.99
233389,2.19
32683,0.84
141272,2.19
48698,1.99
799020,1.19
578014,1.5
536187,2.69
238652,1.99
375541,2.09
619202,0.99
324534,3.59
384938,3.19
39326,1.25
100235,1.39
383049,2.99
194434,1.45
398631,1.5
68351,2.25
675421,0.79
427602,2.89
367582,1.59
484578,1.19
591179,0.99
523129,1.19
429511,0.98
803733,0.35
279496,2.69
711340,1.19
544124,0.99
218066,1.5
249989,1.98
417852,2.19
185037,1.07
353893,2.45
93354,0.83
495889,1.19
342075,2.0
624440,0.99
126640,1.39
339462,2.69
406883,1.95
46297,0.84
57471,2.99
650804,0.79
409182,1.5
321693,2.99
112294,1.09
694600,1.49
110039,0.99
685281,1.09
27745,1.89
508807,0.99
603376,1.25
554180,1.5
761647,0.85
457610,0.64
607303,1.25
180377,1.25
146031,2.29
299229,2.5
88395,0.99
799471,0.99
292582,1.99
482636,2.49
108602,0.49
300563,3.79
170484,3.19
380356,1.95
232786,1.99
436818,2.45
236327,0.99
756738,1.99
406143,1.99
630674,3.79
647060,0.65
100347,0.99
640698,0.45
721151,0.99
82034,0.99
555608,1.5
102999,0.99
531461,0.99
692934,0.67
542877,1.19
700969,0.99
734381,1.29
38073,1.19
600180,0.99
612060,2.59
695508,0.67
788320,0.89
656166,1.09
568677,1.5
35575,1.25
266482,1.5
761309,0.67
122367,0.54
213151,1.99
275634,0.99
417148,2.15
563082,3.01
795559,2.18
11479,2.79
620448,0.79
65297,2.25
484943,1.99
166876,3.19
784764,0.98
635768,0.89
556365,1.5
276828,0.99
633499,2.79
778424,0.99
211006,1.5
663407,1.39
657682,0.85
318488,2.99
370486,3.09
73996,2.49
294771,1.79
317686,2.99
666322,2.58
375467,2.45
29644,1.79
52610,0.99
755992,1.69
170945,3.19
184684,0.72
337780,2.69
369401,2.99
693475,0.85
121111,1.09
326215,2.0
591816,1.89
631514,3.49
36322,1.25
809903,1.19
771949,0.89
388472,1.99
408119,2.19
641205,0.65
418893,1.5
774915,0.79
613519,1.88
424817,2.49
184581,1.07
334819,2.0
131786,1.99
290370,1.99
794073,1.09
165984,3.19
281295,1.99
206710,1.5
